subject,relation,object
The Penn Center for Youth and Family Trauma Response and Recovery Services (University of Pennsylvania Perelman School of Medicine),xmlschema11-2#time,"""Saturday Closed"
The Penn Center for Youth and Family Trauma Response and Recovery Services (University of Pennsylvania Perelman School of Medicine),conditionsOfAccess,""""""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",latitude,39.9935988
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,MentalHealthCare
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,NavigatingTheSystem
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,BenefitRecipients
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,SubstanceAbuseCounseling
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,IndividualCounseling
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,SexualAssaultSurvivors
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",language,English
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,Adults18
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,OutpatientTreatment
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,AllMentalHealth
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,Counseling
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,DualDiagnosis
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,MentalHealthEvaluation
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,Families
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,Individuals
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",availability,Available
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",cost,SlidingScale
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,PsychiatricEmergencyServices
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,MedicationManagement
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,DomesticViolenceSurvivors
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,Lgbtqia
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,Uninsured
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",category,FamilyCounseling
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,SubstanceDependency
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",audience,HivAids
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",language,Spanish
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",service type,Mental Health
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",postalCode,"""19134"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",url,"""https://www.facebook.com/Open-Door-Clubhouse-893763780697216/"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",identifier,"""PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)_4955538569953280"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",name,"""PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",name,""""""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",hasMap,XMLSchema#anyUri
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",areaServed,"""This program covers residents of the following counties: Montgomery County, PA, Northampton County, PA and Philadelphia County, PA."""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",provider,"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)"
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",address,"""3147 Emerald Street, Philadelphia, PA 19134"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",longitude,XMLSchema#decimal
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",availableChannel,"AB-PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)"
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",availableChannel,"P-PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)"
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",containedInPlace,19134
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",description,"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)"
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",telephone,"""tel:+1-267-861-4382"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",text,"""PACTS is an outpatient behavioral health program that provides psychotherapy for individuals, couples or families who identify as LGBTQI or are living with HIV/AIDS. This program provides:- Counseling- Medication managementPACTS provides counseling for an array of issues including depression, anxiety, physical and sexual abuse, sexual violence, alcohol or other drug use, as well as medication management and psychiatric services. Through current funding resources, COMHAR is able to provide low to no cost care for individuals that do not have insurance. Please reach out to COMHAR for more details."""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Sunday Closed"
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Saturday Closed"
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",xmlschema11-2#time,"""Wednesday from 09:00 to 20:00"""
"PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)",conditionsOfAccess,"""This program helps people who are older than 17 years old."""
"Adult Blended Case Management (The Consortium, Inc.)",latitude,39.9595245
"Adult Blended Case Management (The Consortium, Inc.)",language,English
"Adult Blended Case Management (The Consortium, Inc.)",category,OneOnOneSupport
"Adult Blended Case Management (The Consortium, Inc.)",audience,BenefitRecipients
"Adult Blended Case Management (The Consortium, Inc.)",cost,SlidingScale
"Adult Blended Case Management (The Consortium, Inc.)",category,MentalHealthCare
"Adult Blended Case Management (The Consortium, Inc.)",category,NavigatingTheSystem
"Adult Blended Case Management (The Consortium, Inc.)",audience,Adults18
"Adult Blended Case Management (The Consortium, Inc.)",audience,AllMentalHealth
"Adult Blended Case Management (The Consortium, Inc.)",audience,LowIncome
"Adult Blended Case Management (The Consortium, Inc.)",availability,Available
"Adult Blended Case Management (The Consortium, Inc.)",service type,Mental Health
"Adult Blended Case Management (The Consortium, Inc.)",postalCode,"""19139"""
"Adult Blended Case Management (The Consortium, Inc.)",url,"""None"""
"Adult Blended Case Management (The Consortium, Inc.)",identifier,"""Adult Blended Case Management (The Consortium, Inc.)_5078409194766336"""
"Adult Blended Case Management (The Consortium, Inc.)",name,""""""
"Adult Blended Case Management (The Consortium, Inc.)",name,"""Adult Blended Case Management (The Consortium, Inc.)"""
"Adult Blended Case Management (The Consortium, Inc.)",hasMap,XMLSchema#anyUri
"Adult Blended Case Management (The Consortium, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Adult Blended Case Management (The Consortium, Inc.)",provider,"Adult Blended Case Management (The Consortium, Inc.)"
"Adult Blended Case Management (The Consortium, Inc.)",address,"""5501 Chestnut Street, Philadelphia, PA 19139"""
"Adult Blended Case Management (The Consortium, Inc.)",longitude,XMLSchema#decimal
"Adult Blended Case Management (The Consortium, Inc.)",longitude,XMLSchema#decimal
"Adult Blended Case Management (The Consortium, Inc.)",availableChannel,"AB-Adult Blended Case Management (The Consortium, Inc.)"
"Adult Blended Case Management (The Consortium, Inc.)",availableChannel,"P-Adult Blended Case Management (The Consortium, Inc.)"
"Adult Blended Case Management (The Consortium, Inc.)",containedInPlace,19139
"Adult Blended Case Management (The Consortium, Inc.)",description,"Adult Blended Case Management (The Consortium, Inc.)"
"Adult Blended Case Management (The Consortium, Inc.)",telephone,"""tel:+1-215-748-8400"""
"Adult Blended Case Management (The Consortium, Inc.)",telephone,"""tel:+1-215-596-8400"""
"Adult Blended Case Management (The Consortium, Inc.)",text,"""Adult Blended Case Management serves individuals aged 18 and older with serious and persistent mental health and co-occurring conditions who live in the community.Case managers assist individuals with:- Obtaining supports that help reduce hospitalization so that they can continue to live in the community in the least restrictive setting possible.  - Housing- Day program- Appointment scheduling - Daily living needsThe Consortium accepts Medicaid and offers a sliding scale fee for low-income individuals. We don't turn anyone away."""
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Sunday Closed"
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Saturday Closed"
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Saturday from 09:00 to 16:00"""
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
"Adult Blended Case Management (The Consortium, Inc.)",xmlschema11-2#time,"""Wednesday from 09:00 to 17:00"""
"Adult Blended Case Management (The Consortium, Inc.)",conditionsOfAccess,"""Must meet income requirements or have Medicaid.', 'Must have a referral."""
"Adult Outpatient Services (The Consortium, Inc,)",latitude,39.9595245
"Adult Outpatient Services (The Consortium, Inc,)",language,Spanish
"Adult Outpatient Services (The Consortium, Inc,)",category,Counseling
"Adult Outpatient Services (The Consortium, Inc,)",language,English
"Adult Outpatient Services (The Consortium, Inc,)",audience,Anxiety
"Adult Outpatient Services (The Consortium, Inc,)",audience,AllMentalHealth
"Adult Outpatient Services (The Consortium, Inc,)",category,MentalHealthEvaluation
"Adult Outpatient Services (The Consortium, Inc,)",cost,SlidingScale
"Adult Outpatient Services (The Consortium, Inc,)",category,IndividualCounseling
"Adult Outpatient Services (The Consortium, Inc,)",audience,Uninsured
"Adult Outpatient Services (The Consortium, Inc,)",audience,Adults18
"Adult Outpatient Services (The Consortium, Inc,)",category,GroupTherapy
"Adult Outpatient Services (The Consortium, Inc,)",category,OutpatientTreatment
"Adult Outpatient Services (The Consortium, Inc,)",audience,LowIncome
"Adult Outpatient Services (The Consortium, Inc,)",availability,Available
"Adult Outpatient Services (The Consortium, Inc,)",audience,Depression
"Adult Outpatient Services (The Consortium, Inc,)",audience,BenefitRecipients
"Adult Outpatient Services (The Consortium, Inc,)",audience,Bipolar
"Adult Outpatient Services (The Consortium, Inc,)",category,SpecializedTherapy
"Adult Outpatient Services (The Consortium, Inc,)",audience,SuicidalThoughts
"Adult Outpatient Services (The Consortium, Inc,)",category,MentalHealthCare
"Adult Outpatient Services (The Consortium, Inc,)",service type,Mental Health
"Adult Outpatient Services (The Consortium, Inc,)",postalCode,"""19139"""
"Adult Outpatient Services (The Consortium, Inc,)",url,"""https://www.facebook.com/The-Consortium-Inc-104379619595982/"""
"Adult Outpatient Services (The Consortium, Inc,)",identifier,"""Adult Outpatient Services (The Consortium, Inc,)_4507013050793984"""
"Adult Outpatient Services (The Consortium, Inc,)",name,""""""
"Adult Outpatient Services (The Consortium, Inc,)",name,"""Adult Outpatient Services (The Consortium, Inc,)"""
"Adult Outpatient Services (The Consortium, Inc,)",hasMap,XMLSchema#anyUri
"Adult Outpatient Services (The Consortium, Inc,)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Adult Outpatient Services (The Consortium, Inc,)",provider,"Adult Outpatient Services (The Consortium, Inc,)"
"Adult Outpatient Services (The Consortium, Inc,)",address,"""5501 Chestnut Street, Philadelphia, PA 19139"""
"Adult Outpatient Services (The Consortium, Inc,)",longitude,XMLSchema#decimal
"Adult Outpatient Services (The Consortium, Inc,)",availableChannel,"AB-Adult Outpatient Services (The Consortium, Inc,)"
"Adult Outpatient Services (The Consortium, Inc,)",availableChannel,"P-Adult Outpatient Services (The Consortium, Inc,)"
"Adult Outpatient Services (The Consortium, Inc,)",containedInPlace,19139
"Adult Outpatient Services (The Consortium, Inc,)",description,"Adult Outpatient Services (The Consortium, Inc,)"
"Adult Outpatient Services (The Consortium, Inc,)",telephone,"""tel:+1-215-748-8400"""
"Adult Outpatient Services (The Consortium, Inc,)",text,"""The Adult Outpatient program provides assessment and treatment services to individuals aged 18 and older with behavioral health concerns.  Our therapists are trained to use evidence-based practices like Cognitive Behavioral Therapy and Prolonged Exposure Therapy to help individuals with short-term, acute, or persistent behavioral health challenges pursue their life goals while living in the community with the highest level of functioning and well-being possible.Services: - Outpatient treatment- Mental health evaluation- Individual, group, and family counselingThe Consortium accepts Medicaid and offers a sliding scale fee for low-income individuals. We don't turn anyone away. If you are feeling sad, depressed, angry or anxious, we can help.  Same or next day appointments for intake are available."""
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Wednesday from 08:00 to 20:00"""
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Thursday from 08:00 to 20:00"""
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Friday from 08:00 to 20:00"""
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Monday from 08:00 to 20:00"""
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Tuesday from 08:00 to 20:00"""
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Sunday Closed"
"Adult Outpatient Services (The Consortium, Inc,)",xmlschema11-2#time,"""Saturday from 09:00 to 15:00"""
"Adult Outpatient Services (The Consortium, Inc,)",conditionsOfAccess,"""This program helps people who are older than 17 years old."""
"Outpatient Services (Intercultural Family Services, Inc.)",latitude,39.9566712
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Seniors
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Individuals
"Outpatient Services (Intercultural Family Services, Inc.)",category,Counseling
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Anxiety
"Outpatient Services (Intercultural Family Services, Inc.)",audience,AllMentalHealth
"Outpatient Services (Intercultural Family Services, Inc.)",category,MedicationsForMentalHealth
"Outpatient Services (Intercultural Family Services, Inc.)",category,MentalHealthCare
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Adults
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Depression
"Outpatient Services (Intercultural Family Services, Inc.)",category,GroupTherapy
"Outpatient Services (Intercultural Family Services, Inc.)",category,OutpatientTreatment
"Outpatient Services (Intercultural Family Services, Inc.)",audience,TraumaSurvivors
"Outpatient Services (Intercultural Family Services, Inc.)",language,English
"Outpatient Services (Intercultural Family Services, Inc.)",audience,BenefitRecipients
"Outpatient Services (Intercultural Family Services, Inc.)",cost,ReducedCost
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Families
"Outpatient Services (Intercultural Family Services, Inc.)",category,FamilyCounseling
"Outpatient Services (Intercultural Family Services, Inc.)",availability,Available
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Teens
"Outpatient Services (Intercultural Family Services, Inc.)",audience,YoungAdults
"Outpatient Services (Intercultural Family Services, Inc.)",category,SpecializedTherapy
"Outpatient Services (Intercultural Family Services, Inc.)",audience,Children
"Outpatient Services (Intercultural Family Services, Inc.)",category,MentalHealthEvaluation
"Outpatient Services (Intercultural Family Services, Inc.)",category,IndividualCounseling
"Outpatient Services (Intercultural Family Services, Inc.)",service type,Mental Health
"Outpatient Services (Intercultural Family Services, Inc.)",postalCode,"""19104"""
"Outpatient Services (Intercultural Family Services, Inc.)",url,"""https://www.twitter.com/@mylifecom"""
"Outpatient Services (Intercultural Family Services, Inc.)",url,"""https://www.facebook.com/IFSInc/"""
"Outpatient Services (Intercultural Family Services, Inc.)",identifier,"""Outpatient Services (Intercultural Family Services, Inc.)_6259153418059776"""
"Outpatient Services (Intercultural Family Services, Inc.)",name,""""""
"Outpatient Services (Intercultural Family Services, Inc.)",name,"""Outpatient Services (Intercultural Family Services, Inc.)"""
"Outpatient Services (Intercultural Family Services, Inc.)",hasMap,XMLSchema#anyUri
"Outpatient Services (Intercultural Family Services, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Outpatient Services (Intercultural Family Services, Inc.)",provider,"Outpatient Services (Intercultural Family Services, Inc.)"
"Outpatient Services (Intercultural Family Services, Inc.)",address,"""4225 Chestnut Street, Philadelphia, PA 19104"""
"Outpatient Services (Intercultural Family Services, Inc.)",longitude,XMLSchema#decimal
"Outpatient Services (Intercultural Family Services, Inc.)",availableChannel,"AB-Outpatient Services (Intercultural Family Services, Inc.)"
"Outpatient Services (Intercultural Family Services, Inc.)",availableChannel,"P-Outpatient Services (Intercultural Family Services, Inc.)"
"Outpatient Services (Intercultural Family Services, Inc.)",containedInPlace,19104
"Outpatient Services (Intercultural Family Services, Inc.)",description,"Outpatient Services (Intercultural Family Services, Inc.)"
"Outpatient Services (Intercultural Family Services, Inc.)",telephone,"""tel:+1-215-386-1298"""
"Outpatient Services (Intercultural Family Services, Inc.)",text,"""IBHC is focused on helping individuals and families achieve social and emotional stability, and become productive members of their communities. Using effective, research-based interventions the professional staff at IBHCs can handle the most difficult behaviors while managing the individual needs of every client. Through individualized treatment planning we help clients address existential factors and achieve social and emotional stability. What matters most here at IBHC is that that our clients quickly get back to the routine of living out their productive lives.IBHC specializing in adolescent and family centered interventions provides the following services:- Individual Therapy – Cognitive Therapy- Family Therapy – Structural, Strategic, Trauma-based- Psychiatric Evaluations and Assessments- Medication Management- Psychological Testing- Group Therapy- Mobile Mental Health Therapy- Specialization in Trauma- Trauma Based Therapy- Trauma Focused Cognitive Behavioral Therapy (TFCBT)- Trauma Recovery and Empowerment GroupsIn order to receive services, you must be Medicaid eligible, or have other insurance which covers behavioral health services, or possess the ability to pay a fee for service."""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Saturday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Tuesday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Wednesday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Sunday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Monday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Thursday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",xmlschema11-2#time,"""Friday from 09:00 to 17:30"""
"Outpatient Services (Intercultural Family Services, Inc.)",conditionsOfAccess,"""Client must be Medicaid eligible."""
Counseling (Horizon House),latitude,39.962058
Counseling (Horizon House),category,MentalHealthEvaluation
Counseling (Horizon House),language,English
Counseling (Horizon House),audience,AllMentalHealth
Counseling (Horizon House),category,GroupTherapy
Counseling (Horizon House),audience,BenefitRecipients
Counseling (Horizon House),category,IndividualCounseling
Counseling (Horizon House),category,MedicationsForMentalHealth
Counseling (Horizon House),availability,Available
Counseling (Horizon House),audience,Adults18
Counseling (Horizon House),category,FamilyCounseling
Counseling (Horizon House),cost,ReducedCost
Counseling (Horizon House),audience,IntellectualDisability
Counseling (Horizon House),category,Counseling
Counseling (Horizon House),service type,Mental Health
Counseling (Horizon House),postalCode,"""19136"""
Counseling (Horizon House),url,"""https://www.facebook.com/horizonhouseinc/?fref=ts"""
Counseling (Horizon House),identifier,"""Counseling (Horizon House)_6312682165370880"""
Counseling (Horizon House),name,"""Counseling (Horizon House)"""
Counseling (Horizon House),name,""""""
Counseling (Horizon House),hasMap,XMLSchema#anyUri
Counseling (Horizon House),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
Counseling (Horizon House),provider,Counseling (Horizon House)
Counseling (Horizon House),address,"""5901 Market Street, Philadelphia, PA 19136"""
Counseling (Horizon House),longitude,XMLSchema#decimal
Counseling (Horizon House),longitude,XMLSchema#decimal
Counseling (Horizon House),availableChannel,AB-Counseling (Horizon House)
Counseling (Horizon House),availableChannel,P-Counseling (Horizon House)
Counseling (Horizon House),containedInPlace,19136
Counseling (Horizon House),description,Counseling (Horizon House)
Counseling (Horizon House),telephone,"""tel:+1-215-386-3838"""
Counseling (Horizon House),text,"""People with intellectual disabilities and co-occurring mental illness who live in the community, or those considering a residential setting, may be eligible to receive ongoing counseling and psychiatric services through Horizon House. Treatment is individualized and includes personal and interpersonal competency skill development.Services include:- Psychological assessment- Individual, group or family counseling- Psychiatric assessment- PsychopharmacologyMedicare and Medicaid are accepted. To contact for services, please call."""
Counseling (Horizon House),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Counseling (Horizon House),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Counseling (Horizon House),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Counseling (Horizon House),xmlschema11-2#time,"""Sunday Closed"
Counseling (Horizon House),xmlschema11-2#time,"""Saturday Closed"
Counseling (Horizon House),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Counseling (Horizon House),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Counseling (Horizon House),conditionsOfAccess,"""Must have Medicare or Medicaid.', 'This program serves people with intellectual disabilities and co-occurring mental illness who live in the community, or those considering a residential setting."""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),latitude,39.951998
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),availability,Available
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,MentalHealthCare
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),audience,Adults18
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),audience,SubstanceDependency
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),audience,DualDiagnosis
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,IndividualCounseling
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),language,English
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,ResidentialTreatment
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,AddictionAndRecovery
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),audience,AllMentalHealth
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,GroupTherapy
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),cost,ReducedCost
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,Recreation
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),category,MentalHealthEvaluation
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),service type,Mental Health
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),postalCode,"""19143"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),url,"""https://www.twitter.com/@MercyHealthPHL"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),url,"""https://www.facebook.com/MercyHealthPhilly"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),identifier,"""Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania)_4619139143696384"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),name,""""""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),name,"""Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania)"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),hasMap,XMLSchema#anyUri
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),provider,Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania)
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),address,"""501 South 54th Street, Philadelphia, PA 19143"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),longitude,XMLSchema#decimal
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),longitude,XMLSchema#decimal
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),availableChannel,AB-Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania)
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),availableChannel,P-Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania)
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),containedInPlace,19143
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),description,Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania)
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),telephone,"""tel:+1-215-748-9188"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),text,"""Penn Behavioral Health HUP - Cedar Avenue is a remote location of the Hospital of the University of Pennsylvania.This program provides:- Psychiatric stabilization- Medical evaluation and care- Medication management- Individual and group therapy- Psycho-educational services- Recreational services- Discharge planning- Post-hospitalization referral for treatment- Housing support"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),conditionsOfAccess,""""""
