subject,relation,object
Human Services (African Family Health Organization),longitude,XMLSchema#decimal
Human Services (African Family Health Organization),longitude,XMLSchema#decimal
Human Services (African Family Health Organization),availableChannel,AB-Human Services (African Family Health Organization)
Human Services (African Family Health Organization),availableChannel,P-Human Services (African Family Health Organization)
Human Services (African Family Health Organization),containedInPlace,19143
Human Services (African Family Health Organization),description,Human Services (African Family Health Organization)
Human Services (African Family Health Organization),telephone,"""tel:+1-215-546-1232"""
Human Services (African Family Health Organization),text,"""Multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient. This program provides:- Behavioral health - Domestic violence awareness and support- Housing assistance and monthly food assistance- Elders' programming- Individual case management- Family case management"""
Human Services (African Family Health Organization),text,"""AFAHO’s multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient. This program provides:- Behavioral health - Domestic violence awareness and support- Housing assistance and monthly food assistance- Elders' programming- Individual case management- Family case management"""
Human Services (African Family Health Organization),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Human Services (African Family Health Organization),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Human Services (African Family Health Organization),xmlschema11-2#time,"""Sunday Closed"
Human Services (African Family Health Organization),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Human Services (African Family Health Organization),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Human Services (African Family Health Organization),xmlschema11-2#time,"""Saturday Closed"
Human Services (African Family Health Organization),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Human Services (African Family Health Organization),conditionsOfAccess,"""This program serves African and Caribbean immigrants/refugees."""
Siloam Food Pantry (Siloam Wellness),latitude,39.9679663
Siloam Food Pantry (Siloam Wellness),availability,Available
Siloam Food Pantry (Siloam Wellness),audience,Individuals
Siloam Food Pantry (Siloam Wellness),category,FoodPantry
Siloam Food Pantry (Siloam Wellness),audience,AnyoneInNeed
Siloam Food Pantry (Siloam Wellness),audience,Families
Siloam Food Pantry (Siloam Wellness),language,English
Siloam Food Pantry (Siloam Wellness),audience,HivAids
Siloam Food Pantry (Siloam Wellness),cost,Free
Siloam Food Pantry (Siloam Wellness),audience,AllAges
Siloam Food Pantry (Siloam Wellness),category,FoodPantry
Siloam Food Pantry (Siloam Wellness),service type,Food
Siloam Food Pantry (Siloam Wellness),postalCode,"""19123"""
Siloam Food Pantry (Siloam Wellness),url,"""https://www.facebook.com/SiloamWellness/"""
Siloam Food Pantry (Siloam Wellness),url,"""https://www.twitter.com/@siloam_wellness"""
Siloam Food Pantry (Siloam Wellness),identifier,"""Siloam Food Pantry (Siloam Wellness)_5951539990626304"""
Siloam Food Pantry (Siloam Wellness),name,""""""
Siloam Food Pantry (Siloam Wellness),name,"""Siloam Food Pantry (Siloam Wellness)"""
Siloam Food Pantry (Siloam Wellness),hasMap,XMLSchema#anyUri
Siloam Food Pantry (Siloam Wellness),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Siloam Food Pantry (Siloam Wellness),provider,Siloam Food Pantry (Siloam Wellness)
Siloam Food Pantry (Siloam Wellness),address,"""850 North 11th Street, Philadelphia, PA 19123"""
Siloam Food Pantry (Siloam Wellness),longitude,XMLSchema#decimal
Siloam Food Pantry (Siloam Wellness),availableChannel,AB-Siloam Food Pantry (Siloam Wellness)
Siloam Food Pantry (Siloam Wellness),availableChannel,P-Siloam Food Pantry (Siloam Wellness)
Siloam Food Pantry (Siloam Wellness),containedInPlace,19123
Siloam Food Pantry (Siloam Wellness),description,Siloam Food Pantry (Siloam Wellness)
Siloam Food Pantry (Siloam Wellness),telephone,"""tel:+1-215-765-6633"""
Siloam Food Pantry (Siloam Wellness),text,"""""""The Siloam Choice Food Pantry offers a selection of nutritional food to give individuals living with HIV/AIDS the  dignity and respect that comes with the ability to choose their mealsThis program provides:- Food to meet basic nutritional needs"""""""
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Saturday Closed"
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Sunday Closed"
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Siloam Food Pantry (Siloam Wellness),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Siloam Food Pantry (Siloam Wellness),conditionsOfAccess,"""All individuals 18 years of age and over."""
Food Pantry (Women Walking in Victory Service Center),latitude,39.9933572
Food Pantry (Women Walking in Victory Service Center),category,FoodPantry
Food Pantry (Women Walking in Victory Service Center),audience,Families
Food Pantry (Women Walking in Victory Service Center),availability,Available
Food Pantry (Women Walking in Victory Service Center),audience,Individuals
Food Pantry (Women Walking in Victory Service Center),cost,Free
Food Pantry (Women Walking in Victory Service Center),audience,AllAges
Food Pantry (Women Walking in Victory Service Center),category,FoodPantry
Food Pantry (Women Walking in Victory Service Center),audience,AnyoneInNeed
Food Pantry (Women Walking in Victory Service Center),language,English
Food Pantry (Women Walking in Victory Service Center),service type,Food
Food Pantry (Women Walking in Victory Service Center),postalCode,"""19132"""
Food Pantry (Women Walking in Victory Service Center),url,"""None"""
Food Pantry (Women Walking in Victory Service Center),identifier,"""Food Pantry (Women Walking in Victory Service Center)_6298939728723968"""
Food Pantry (Women Walking in Victory Service Center),name,""""""
Food Pantry (Women Walking in Victory Service Center),name,"""Food Pantry (Women Walking in Victory Service Center)"""
Food Pantry (Women Walking in Victory Service Center),hasMap,XMLSchema#anyUri
Food Pantry (Women Walking in Victory Service Center),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Pantry (Women Walking in Victory Service Center),provider,Food Pantry (Women Walking in Victory Service Center)
Food Pantry (Women Walking in Victory Service Center),address,"""2441 North 29th Street, Philadelphia, PA 19132"""
Food Pantry (Women Walking in Victory Service Center),longitude,XMLSchema#decimal
Food Pantry (Women Walking in Victory Service Center),availableChannel,AB-Food Pantry (Women Walking in Victory Service Center)
Food Pantry (Women Walking in Victory Service Center),availableChannel,P-Food Pantry (Women Walking in Victory Service Center)
Food Pantry (Women Walking in Victory Service Center),containedInPlace,19132
Food Pantry (Women Walking in Victory Service Center),description,Food Pantry (Women Walking in Victory Service Center)
Food Pantry (Women Walking in Victory Service Center),telephone,"""tel:+1-215-908-5286"""
Food Pantry (Women Walking in Victory Service Center),text,"""The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs"""
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Monday Closed"
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Tuesday from 09:00 to 11:00"""
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Saturday Closed"
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Wednesday Closed"
Food Pantry (Women Walking in Victory Service Center),xmlschema11-2#time,"""Friday Closed"
Food Pantry (Women Walking in Victory Service Center),conditionsOfAccess,"""Anyone can access this program."""
Food Pantry (Bless Philadelphia),latitude,40.0201525
Food Pantry (Bless Philadelphia),category,FoodPantry
Food Pantry (Bless Philadelphia),availability,Available
Food Pantry (Bless Philadelphia),category,FoodPantry
Food Pantry (Bless Philadelphia),audience,Individuals
Food Pantry (Bless Philadelphia),cost,Free
Food Pantry (Bless Philadelphia),audience,Families
Food Pantry (Bless Philadelphia),language,English
Food Pantry (Bless Philadelphia),audience,AllAges
Food Pantry (Bless Philadelphia),audience,AnyoneInNeed
Food Pantry (Bless Philadelphia),service type,Food
Food Pantry (Bless Philadelphia),postalCode,"""19135"""
Food Pantry (Bless Philadelphia),url,"""None"""
Food Pantry (Bless Philadelphia),url,"""https://www.facebook.com/blessphiladelphia/"""
Food Pantry (Bless Philadelphia),identifier,"""Food Pantry (Bless Philadelphia)_5300839758692352"""
Food Pantry (Bless Philadelphia),name,"""Food Pantry (Bless Philadelphia)"""
Food Pantry (Bless Philadelphia),name,""""""
Food Pantry (Bless Philadelphia),hasMap,XMLSchema#anyUri
Food Pantry (Bless Philadelphia),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Pantry (Bless Philadelphia),provider,Food Pantry (Bless Philadelphia)
Food Pantry (Bless Philadelphia),address,"""4610 Devereaux Street, Philadelphia, PA 19135"""
Food Pantry (Bless Philadelphia),longitude,XMLSchema#decimal
Food Pantry (Bless Philadelphia),availableChannel,AB-Food Pantry (Bless Philadelphia)
Food Pantry (Bless Philadelphia),availableChannel,P-Food Pantry (Bless Philadelphia)
Food Pantry (Bless Philadelphia),containedInPlace,19135
Food Pantry (Bless Philadelphia),description,Food Pantry (Bless Philadelphia)
Food Pantry (Bless Philadelphia),telephone,"""tel:+1-None"""
Food Pantry (Bless Philadelphia),text,"""Bless Philadelphia promotes the Peace, Prosperity, Health and Safety of Philadelphians through compassionate community engagement. The food pantry serves residents of Philadelphia who complete a TEFAP self-declaration of need form (available on site) once per calendar year.  No ID is requiredThis program provides:- Food to meet basic nutritional needs"""
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Wednesday from 12:00 to 17:00"""
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Monday Closed"
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Saturday Closed"
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Sunday from 13:00 to 13:30"""
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Tuesday Closed"
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (Bless Philadelphia),xmlschema11-2#time,"""Friday from 09:00 to 14:00"""
Food Pantry (Bless Philadelphia),conditionsOfAccess,"""Anyone in need can access this program."""
Food Pantry (The House of the Good Shepard Food Pantry),latitude,39.981957
Food Pantry (The House of the Good Shepard Food Pantry),audience,AnyoneInNeed
Food Pantry (The House of the Good Shepard Food Pantry),category,FoodPantry
Food Pantry (The House of the Good Shepard Food Pantry),category,FoodPantry
Food Pantry (The House of the Good Shepard Food Pantry),audience,Individuals
Food Pantry (The House of the Good Shepard Food Pantry),audience,AllAges
Food Pantry (The House of the Good Shepard Food Pantry),availability,Available
Food Pantry (The House of the Good Shepard Food Pantry),language,English
Food Pantry (The House of the Good Shepard Food Pantry),audience,Families
Food Pantry (The House of the Good Shepard Food Pantry),cost,Free
Food Pantry (The House of the Good Shepard Food Pantry),service type,Food
Food Pantry (The House of the Good Shepard Food Pantry),postalCode,"""19121"""
Food Pantry (The House of the Good Shepard Food Pantry),url,"""https://www.facebook.com/thehouseofthegoodshepherd/"""
Food Pantry (The House of the Good Shepard Food Pantry),identifier,"""Food Pantry (The House of the Good Shepard Food Pantry)_6020830977589248"""
Food Pantry (The House of the Good Shepard Food Pantry),name,"""Food Pantry (The House of the Good Shepard Food Pantry)"""
Food Pantry (The House of the Good Shepard Food Pantry),name,""""""
Food Pantry (The House of the Good Shepard Food Pantry),hasMap,XMLSchema#anyUri
Food Pantry (The House of the Good Shepard Food Pantry),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Pantry (The House of the Good Shepard Food Pantry),provider,Food Pantry (The House of the Good Shepard Food Pantry)
Food Pantry (The House of the Good Shepard Food Pantry),address,"""1716 North 27th Street, Philadelphia, PA 19121"""
Food Pantry (The House of the Good Shepard Food Pantry),longitude,XMLSchema#decimal
Food Pantry (The House of the Good Shepard Food Pantry),availableChannel,AB-Food Pantry (The House of the Good Shepard Food Pantry)
Food Pantry (The House of the Good Shepard Food Pantry),availableChannel,P-Food Pantry (The House of the Good Shepard Food Pantry)
Food Pantry (The House of the Good Shepard Food Pantry),containedInPlace,19121
Food Pantry (The House of the Good Shepard Food Pantry),description,Food Pantry (The House of the Good Shepard Food Pantry)
Food Pantry (The House of the Good Shepard Food Pantry),telephone,"""tel:+1-267-236-0937"""
Food Pantry (The House of the Good Shepard Food Pantry),text,"""The House of the Good Shepard Food Pantry offers food once a month to households in need. This program provides:- Food boxPlease visit our location for services or call us for more information."""
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Tuesday Closed"
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Wednesday Closed"
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Monday Closed"
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Friday Closed"
Food Pantry (The House of the Good Shepard Food Pantry),xmlschema11-2#time,"""Saturday from 10:00 to 12:00"""
Food Pantry (The House of the Good Shepard Food Pantry),conditionsOfAccess,"""Anyone can access this program."""
Food Pantry (Victory Outreach North Philly),latitude,40.028763
Food Pantry (Victory Outreach North Philly),availability,Available
Food Pantry (Victory Outreach North Philly),language,English
Food Pantry (Victory Outreach North Philly),cost,Free
Food Pantry (Victory Outreach North Philly),audience,Families
Food Pantry (Victory Outreach North Philly),audience,Individuals
Food Pantry (Victory Outreach North Philly),category,FoodPantry
Food Pantry (Victory Outreach North Philly),category,FoodPantry
Food Pantry (Victory Outreach North Philly),audience,AnyoneInNeed
Food Pantry (Victory Outreach North Philly),audience,AllAges
Food Pantry (Victory Outreach North Philly),service type,Food
Food Pantry (Victory Outreach North Philly),postalCode,"""19135"""
Food Pantry (Victory Outreach North Philly),url,"""None"""
Food Pantry (Victory Outreach North Philly),url,"""https://www.facebook.com/vonorthphilly/"""
Food Pantry (Victory Outreach North Philly),identifier,"""Food Pantry (Victory Outreach North Philly)_6251195793145856"""
Food Pantry (Victory Outreach North Philly),name,""""""
Food Pantry (Victory Outreach North Philly),name,"""Food Pantry (Victory Outreach North Philly)"""
Food Pantry (Victory Outreach North Philly),hasMap,XMLSchema#anyUri
Food Pantry (Victory Outreach North Philly),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Pantry (Victory Outreach North Philly),provider,Food Pantry (Victory Outreach North Philly)
Food Pantry (Victory Outreach North Philly),address,"""4500 Tyson Avenue, Philadelphia, PA 19135"""
Food Pantry (Victory Outreach North Philly),longitude,XMLSchema#decimal
Food Pantry (Victory Outreach North Philly),availableChannel,AB-Food Pantry (Victory Outreach North Philly)
Food Pantry (Victory Outreach North Philly),availableChannel,P-Food Pantry (Victory Outreach North Philly)
Food Pantry (Victory Outreach North Philly),containedInPlace,19135
Food Pantry (Victory Outreach North Philly),description,Food Pantry (Victory Outreach North Philly)
Food Pantry (Victory Outreach North Philly),telephone,"""tel:+1-267-344-9665"""
Food Pantry (Victory Outreach North Philly),telephone,"""tel:+1-215-600-6102"""
Food Pantry (Victory Outreach North Philly),text,"""Victory Outreach operates a Food Pantry to help meet the nutritional needs of individuals and families in Philadelphia.This program provides:- Food to meet basic nutritional needsPlease call to verify hours before attending."""
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Wednesday from 09:00 to 12:00"""
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Saturday Closed"
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Friday Closed"
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Monday Closed"
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (Victory Outreach North Philly),xmlschema11-2#time,"""Tuesday Closed"
Food Pantry (Victory Outreach North Philly),conditionsOfAccess,"""Anyone can access this program."""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),latitude,39.9928236
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),category,NutritionEducation
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),category,FoodPantry
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),audience,AnyoneInNeed
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),availability,Available
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),category,NutritionEducation
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),audience,Families
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),audience,Individuals
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),audience,AllAges
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),language,English
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),cost,Free
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),category,FoodPantry
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),service type,Food
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),postalCode,"""19132"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),url,"""None"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),identifier,"""Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)_6061022550556672"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),name,""""""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),name,"""Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),hasMap,XMLSchema#anyUri
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),provider,Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),address,"""1300 West Lehigh Avenue, Philadelphia, PA 19132"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),longitude,XMLSchema#decimal
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),availableChannel,AB-Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),availableChannel,P-Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),containedInPlace,19132
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),description,Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),telephone,"""tel:+1-215-890-1567"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),text,"""The Frazier Family Coalition for Stroke Education and Prevention provides healthy nutrition topics and food demonstrations. Participants are also able to take home a free box of fresh produce.This program provides:- Nutrition education- Fresh produce"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Monday Closed"
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Friday Closed"
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Sunday Closed"
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Tuesday Closed"
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Wednesday Closed"
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Thursday from 12:00 to 13:00"""
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),xmlschema11-2#time,"""Saturday Closed"
Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention),conditionsOfAccess,"""Anyone in need can access this program."""
Food Pantry (Star of Hope Baptist Church),latitude,40.0271939
Food Pantry (Star of Hope Baptist Church),audience,AllAges
Food Pantry (Star of Hope Baptist Church),availability,Available
Food Pantry (Star of Hope Baptist Church),audience,Families
Food Pantry (Star of Hope Baptist Church),audience,Individuals
Food Pantry (Star of Hope Baptist Church),category,FoodPantry
Food Pantry (Star of Hope Baptist Church),category,FoodPantry
Food Pantry (Star of Hope Baptist Church),cost,Free
Food Pantry (Star of Hope Baptist Church),audience,AnyoneInNeed
Food Pantry (Star of Hope Baptist Church),language,English
Food Pantry (Star of Hope Baptist Church),service type,Food
Food Pantry (Star of Hope Baptist Church),postalCode,"""19135"""
Food Pantry (Star of Hope Baptist Church),url,"""None"""
Food Pantry (Star of Hope Baptist Church),url,"""https://www.facebook.com/Star-of-Hope-Baptist-Church-147516732074440/"""
Food Pantry (Star of Hope Baptist Church),identifier,"""Food Pantry (Star of Hope Baptist Church)_5924269727678464"""
Food Pantry (Star of Hope Baptist Church),name,""""""
Food Pantry (Star of Hope Baptist Church),name,"""Food Pantry (Star of Hope Baptist Church)"""
Food Pantry (Star of Hope Baptist Church),hasMap,XMLSchema#anyUri
Food Pantry (Star of Hope Baptist Church),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Pantry (Star of Hope Baptist Church),provider,Food Pantry (Star of Hope Baptist Church)
Food Pantry (Star of Hope Baptist Church),address,"""7212 Keystone Street, Philadelphia, PA 19135"""
Food Pantry (Star of Hope Baptist Church),longitude,XMLSchema#decimal
Food Pantry (Star of Hope Baptist Church),availableChannel,AB-Food Pantry (Star of Hope Baptist Church)
Food Pantry (Star of Hope Baptist Church),availableChannel,P-Food Pantry (Star of Hope Baptist Church)
Food Pantry (Star of Hope Baptist Church),containedInPlace,19135
Food Pantry (Star of Hope Baptist Church),description,Food Pantry (Star of Hope Baptist Church)
Food Pantry (Star of Hope Baptist Church),telephone,"""tel:+1-215-332-8320"""
Food Pantry (Star of Hope Baptist Church),text,"""Star of Hope Baptist Church offers a food pantry which serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of assistance.This program provides: - Food to meet basic nutritional needs"""
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Tuesday from 11:00 to 13:00"""
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Friday Closed"
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Saturday Closed"
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Wednesday Closed"
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (Star of Hope Baptist Church),xmlschema11-2#time,"""Monday Closed"
Food Pantry (Star of Hope Baptist Church),conditionsOfAccess,"""Anyone can access this program."""
Food Distribution (Kitchen Of Love),latitude,40.0813989
Food Distribution (Kitchen Of Love),audience,Families
Food Distribution (Kitchen Of Love),availability,Waitlist
Food Distribution (Kitchen Of Love),cost,Free
Food Distribution (Kitchen Of Love),audience,AllAges
Food Distribution (Kitchen Of Love),audience,Undocumented
Food Distribution (Kitchen Of Love),audience,Individuals
Food Distribution (Kitchen Of Love),category,FoodPantry
Food Distribution (Kitchen Of Love),category,FoodPantry
Food Distribution (Kitchen Of Love),language,English
Food Distribution (Kitchen Of Love),service type,Food
Food Distribution (Kitchen Of Love),postalCode,"""19150"""
Food Distribution (Kitchen Of Love),url,"""None"""
Food Distribution (Kitchen Of Love),identifier,"""Food Distribution (Kitchen Of Love)_5067420438626304"""
Food Distribution (Kitchen Of Love),name,"""Food Distribution (Kitchen Of Love)"""
Food Distribution (Kitchen Of Love),name,""""""
Food Distribution (Kitchen Of Love),hasMap,XMLSchema#anyUri
Food Distribution (Kitchen Of Love),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Food Distribution (Kitchen Of Love),provider,Food Distribution (Kitchen Of Love)
Food Distribution (Kitchen Of Love),address,"""8500 Pickering Avenue, Philadelphia, PA 19150"""
Food Distribution (Kitchen Of Love),longitude,XMLSchema#decimal
Food Distribution (Kitchen Of Love),availableChannel,AB-Food Distribution (Kitchen Of Love)
Food Distribution (Kitchen Of Love),availableChannel,P-Food Distribution (Kitchen Of Love)
Food Distribution (Kitchen Of Love),containedInPlace,19150
Food Distribution (Kitchen Of Love),description,Food Distribution (Kitchen Of Love)
Food Distribution (Kitchen Of Love),telephone,"""tel:+1-215-868-4092"""
Food Distribution (Kitchen Of Love),text,"""Kitchen of Love provides Food Distribution to Philadelphia residents in need. Every Thursday canned foods and meat are distributed and every Friday fresh fruits and vegetables are distributed.This program provides:- Food pantryCurrently, they have a waiting list of more than 100 residents, but as they begin to expand, they will begin to pull more residents from the waiting list."""
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Sunday Closed"
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Thursday from 09:00 to 11:00"""
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Wednesday from 09:00 to 11:00"""
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Tuesday Closed"
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Saturday Closed"
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Friday from 09:00 to 11:00"""
Food Distribution (Kitchen Of Love),xmlschema11-2#time,"""Monday Closed"
Food Distribution (Kitchen Of Love),conditionsOfAccess,"""Must reside in Philadelphia, PA."""
Senior Box Program (The Share Food Program),latitude,40.0061156
Senior Box Program (The Share Food Program),category,FoodDelivery
Senior Box Program (The Share Food Program),language,Spanish
Senior Box Program (The Share Food Program),category,FoodPantry
Senior Box Program (The Share Food Program),audience,LimitedMobility
Senior Box Program (The Share Food Program),availability,Waitlist
Senior Box Program (The Share Food Program),audience,Seniors
Senior Box Program (The Share Food Program),language,English
Senior Box Program (The Share Food Program),cost,Free
Senior Box Program (The Share Food Program),category,FoodDelivery
Senior Box Program (The Share Food Program),audience,LowIncome
Senior Box Program (The Share Food Program),category,FoodPantry
Senior Box Program (The Share Food Program),audience,AllDisabilities
Senior Box Program (The Share Food Program),service type,Food
Senior Box Program (The Share Food Program),postalCode,"""19129"""
Senior Box Program (The Share Food Program),url,"""https://www.facebook.com/SHAREFood/"""
Senior Box Program (The Share Food Program),url,"""https://www.twitter.com/@sharefoodphilly"""
Senior Box Program (The Share Food Program),identifier,"""Senior Box Program (The Share Food Program)_6572776299298816"""
Senior Box Program (The Share Food Program),name,"""Senior Box Program (The Share Food Program)"""
Senior Box Program (The Share Food Program),name,""""""
Senior Box Program (The Share Food Program),hasMap,XMLSchema#anyUri
Senior Box Program (The Share Food Program),areaServed,"""This program covers residents of the following counties: Chester County, PA, Montgomery County, PA and Philadelphia County, PA."""
Senior Box Program (The Share Food Program),provider,Senior Box Program (The Share Food Program)
Senior Box Program (The Share Food Program),address,"""2901 W Hunting Park Ave, Philadelphia, PA 19129"""
Senior Box Program (The Share Food Program),longitude,XMLSchema#decimal
Senior Box Program (The Share Food Program),availableChannel,AB-Senior Box Program (The Share Food Program)
Senior Box Program (The Share Food Program),availableChannel,P-Senior Box Program (The Share Food Program)
Senior Box Program (The Share Food Program),containedInPlace,19129
Senior Box Program (The Share Food Program),description,Senior Box Program (The Share Food Program)
Senior Box Program (The Share Food Program),telephone,"""tel:+1-215-223-2220"""
