subject,relation,object
Cooling Centers (City of Philadelphia - Office of Emergency Management),service type,Shelter
Cooling Centers (City of Philadelphia - Office of Emergency Management),postalCode,"""19106"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),url,"""https://www.facebook.com/cityofphiladelphia"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),url,"""https://www.twitter.com/@PhiladelphiaGov"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),identifier,"""Cooling Centers (City of Philadelphia - Office of Emergency Management)_4804499150602240"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),name,"""Cooling Centers (City of Philadelphia - Office of Emergency Management)"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),name,""""""
Cooling Centers (City of Philadelphia - Office of Emergency Management),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Cooling Centers (City of Philadelphia - Office of Emergency Management),provider,Cooling Centers (City of Philadelphia - Office of Emergency Management)
Cooling Centers (City of Philadelphia - Office of Emergency Management),longitude,XMLSchema#decimal
Cooling Centers (City of Philadelphia - Office of Emergency Management),availableChannel,AB-Cooling Centers (City of Philadelphia - Office of Emergency Management)
Cooling Centers (City of Philadelphia - Office of Emergency Management),availableChannel,P-Cooling Centers (City of Philadelphia - Office of Emergency Management)
Cooling Centers (City of Philadelphia - Office of Emergency Management),containedInPlace,19106
Cooling Centers (City of Philadelphia - Office of Emergency Management),description,Cooling Centers (City of Philadelphia - Office of Emergency Management)
Cooling Centers (City of Philadelphia - Office of Emergency Management),telephone,"""tel:+1-215-232-1984"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),text,"""In the event of extreme heat and humidity, the City of Philadelphia opens cooling centers, which are air-conditioned spaces available for public use.This program provides:- Relief from extreme weatherVisit the website to find a cooling center located near you."""
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Saturday Closed"
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Cooling Centers (City of Philadelphia - Office of Emergency Management),xmlschema11-2#time,"""Sunday Closed"
Cooling Centers (City of Philadelphia - Office of Emergency Management),conditionsOfAccess,"""Anyone can access this program."""
Residential Maternity Shelter (Mother's Home),latitude,39.9221757
Residential Maternity Shelter (Mother's Home),audience,NearHomeless
Residential Maternity Shelter (Mother's Home),category,HealthEducation
Residential Maternity Shelter (Mother's Home),audience,Pregnant
Residential Maternity Shelter (Mother's Home),category,NutritionEducation
Residential Maternity Shelter (Mother's Home),language,English
Residential Maternity Shelter (Mother's Home),category,IndividualCounseling
Residential Maternity Shelter (Mother's Home),category,TemporaryShelter
Residential Maternity Shelter (Mother's Home),cost,Free
Residential Maternity Shelter (Mother's Home),audience,Female
Residential Maternity Shelter (Mother's Home),availability,Available
Residential Maternity Shelter (Mother's Home),category,FinancialEducation
Residential Maternity Shelter (Mother's Home),audience,Adults18
Residential Maternity Shelter (Mother's Home),category,BabySupplies
Residential Maternity Shelter (Mother's Home),audience,Homeless
Residential Maternity Shelter (Mother's Home),category,SafeHousing
Residential Maternity Shelter (Mother's Home),category,HelpFindHousing
Residential Maternity Shelter (Mother's Home),category,ParentingEducation
Residential Maternity Shelter (Mother's Home),category,SkillsAndTraining
Residential Maternity Shelter (Mother's Home),service type,Shelter
Residential Maternity Shelter (Mother's Home),postalCode,"""19023"""
Residential Maternity Shelter (Mother's Home),url,"""None"""
Residential Maternity Shelter (Mother's Home),url,"""https://www.facebook.com/mothershomeshelter"""
Residential Maternity Shelter (Mother's Home),identifier,"""Residential Maternity Shelter (Mother's Home)_6697255720189952"""
Residential Maternity Shelter (Mother's Home),name,"""Residential Maternity Shelter (Mother's Home)"""
Residential Maternity Shelter (Mother's Home),name,""""""
Residential Maternity Shelter (Mother's Home),hasMap,XMLSchema#anyUri
Residential Maternity Shelter (Mother's Home),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
Residential Maternity Shelter (Mother's Home),provider,Residential Maternity Shelter (Mother's Home)
Residential Maternity Shelter (Mother's Home),address,"""51 N MacDade Blvd, Darby, PA, United States, Pennsylvania"""
Residential Maternity Shelter (Mother's Home),longitude,XMLSchema#decimal
Residential Maternity Shelter (Mother's Home),availableChannel,AB-Residential Maternity Shelter (Mother's Home)
Residential Maternity Shelter (Mother's Home),availableChannel,P-Residential Maternity Shelter (Mother's Home)
Residential Maternity Shelter (Mother's Home),containedInPlace,19023
Residential Maternity Shelter (Mother's Home),description,Residential Maternity Shelter (Mother's Home)
Residential Maternity Shelter (Mother's Home),telephone,"""tel:+1-610-583-4663"""
Residential Maternity Shelter (Mother's Home),text,"""Mothers' Home provides a Residential Maternity Shelter and supportive services for pregnant women who are homeless or in crisis over the age of 18 who do not have other children in their care.This program provides: - Temporary housingWomen in the shelter have access to:- Life skills training- Parenting classes- Job readiness training- Counseling services- Pre and postnatal health education- Childbirth and development classes- Housing search assistance- Educational classes on budgeting, legal, and nutrition- Initial personal and baby supplies- Peer supportWomen may continue to reside in our Residential Maternity Shelter for up to six months after giving birth."""
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Saturday Closed"
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Sunday Closed"
Residential Maternity Shelter (Mother's Home),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Residential Maternity Shelter (Mother's Home),conditionsOfAccess,"""This program helps people who are older than 17 years old.', 'Must be a pregnant woman with no children currently in your care."""
Crisis Care Services (Covenant House),latitude,40.0356379
Crisis Care Services (Covenant House),category,AdvocacyAndLegalAid
Crisis Care Services (Covenant House),audience,FosterYouth
Crisis Care Services (Covenant House),audience,Homeless
Crisis Care Services (Covenant House),category,TemporaryShelter
Crisis Care Services (Covenant House),audience,Teens
Crisis Care Services (Covenant House),category,TemporaryShelter
Crisis Care Services (Covenant House),cost,Free
Crisis Care Services (Covenant House),category,HomeGoods
Crisis Care Services (Covenant House),category,Meals
Crisis Care Services (Covenant House),category,MedicalCare
Crisis Care Services (Covenant House),availability,Available
Crisis Care Services (Covenant House),category,PersonalHygiene
Crisis Care Services (Covenant House),category,PhysicalSafety
Crisis Care Services (Covenant House),category,Clothing
Crisis Care Services (Covenant House),language,English
Crisis Care Services (Covenant House),service type,Shelter
Crisis Care Services (Covenant House),postalCode,"""19144"""
Crisis Care Services (Covenant House),url,"""https://www.twitter.com/@CovenantHouse"""
Crisis Care Services (Covenant House),url,"""https://www.facebook.com/CovenantHouse"""
Crisis Care Services (Covenant House),identifier,"""Crisis Care Services (Covenant House)_5925873791401984"""
Crisis Care Services (Covenant House),name,"""Crisis Care Services (Covenant House)"""
Crisis Care Services (Covenant House),name,""""""
Crisis Care Services (Covenant House),hasMap,XMLSchema#anyUri
Crisis Care Services (Covenant House),areaServed,"""This program covers residents of the following cities: Anchorage, AK, Anaheim, CA, Hayward, CA, Los Angeles, CA, Oakland, CA, Santa Clara, CA, Washington, DC, Fort Lauderdale, FL, Orlando, FL, Atlanta, GA, Chicago, IL, New Orleans, LA, Detroit, MI, Grand Rapids, MI, Saint Louis, MO, Asbury Park, NJ, Atlantic City, NJ, Elizabeth, NJ, Jersey City, NJ, Montclair, NJ, Newark, NJ, New York, NY, Philadelphia, PA, York, PA and Houston, TX."""
Crisis Care Services (Covenant House),provider,Crisis Care Services (Covenant House)
Crisis Care Services (Covenant House),address,"""31 East Armat Street, Philadelphia, PA 19144"""
Crisis Care Services (Covenant House),longitude,XMLSchema#decimal
Crisis Care Services (Covenant House),longitude,XMLSchema#decimal
Crisis Care Services (Covenant House),availableChannel,AB-Crisis Care Services (Covenant House)
Crisis Care Services (Covenant House),availableChannel,P-Crisis Care Services (Covenant House)
Crisis Care Services (Covenant House),containedInPlace,19144
Crisis Care Services (Covenant House),description,Crisis Care Services (Covenant House)
Crisis Care Services (Covenant House),telephone,"""tel:+1-215-951-5411"""
Crisis Care Services (Covenant House),telephone,"""tel:+1-800-388-3888"""
Crisis Care Services (Covenant House),text,"""""""Covenant House's Crisis Care Services are short-term programs where a homeless child's most pressing, urgent needs are met immediately. There is no requirement that a young person be referred through an official channel â€“ they can come anytime, day or nightThis program provides:- Shelter- Hot meal- Emergency medical care- ShowersThis program also provides:- Mental health care- Legal assistanceDuring the intake process, kids share their stories with trained staff so their immediate needs can be identified and then a plan is created for the best way to support them."""""""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Sunday Closed"
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Saturday Closed"
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Crisis Care Services (Covenant House),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Crisis Care Services (Covenant House),conditionsOfAccess,"""This program serves teens experiencing homelessness."""
Homeless Shelter (Stenton Family Manor),latitude,40.0559837
Homeless Shelter (Stenton Family Manor),latitude,40.0563961
Homeless Shelter (Stenton Family Manor),availability,Available
Homeless Shelter (Stenton Family Manor),category,TemporaryShelter
Homeless Shelter (Stenton Family Manor),language,English
Homeless Shelter (Stenton Family Manor),cost,Free
Homeless Shelter (Stenton Family Manor),audience,AllAges
Homeless Shelter (Stenton Family Manor),language,Haitian
Homeless Shelter (Stenton Family Manor),audience,Homeless
Homeless Shelter (Stenton Family Manor),category,Meals
Homeless Shelter (Stenton Family Manor),category,PersonalHygiene
Homeless Shelter (Stenton Family Manor),service type,Food
Homeless Shelter (Stenton Family Manor),service type,Shelter
Homeless Shelter (Stenton Family Manor),postalCode,"""19138"""
Homeless Shelter (Stenton Family Manor),postalCode,"""19119"""
Homeless Shelter (Stenton Family Manor),url,"""https://www.facebook.com/StentonFamilyManor"""
Homeless Shelter (Stenton Family Manor),url,"""None"""
Homeless Shelter (Stenton Family Manor),identifier,"""Homeless Shelter (Stenton Family Manor)_5186727883833344"""
Homeless Shelter (Stenton Family Manor),name,"""Homeless Shelter (Stenton Family Manor)"""
Homeless Shelter (Stenton Family Manor),name,""""""
Homeless Shelter (Stenton Family Manor),hasMap,XMLSchema#anyUri
Homeless Shelter (Stenton Family Manor),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Homeless Shelter (Stenton Family Manor),provider,Homeless Shelter (Stenton Family Manor)
Homeless Shelter (Stenton Family Manor),address,"""1300 East Tulpehocken Street,  Philadelphia,  PA  19138"""
Homeless Shelter (Stenton Family Manor),address,"""1300 East Tulpehocken Street, Philadelphia, PA 19138"""
Homeless Shelter (Stenton Family Manor),longitude,XMLSchema#decimal
Homeless Shelter (Stenton Family Manor),longitude,XMLSchema#decimal
Homeless Shelter (Stenton Family Manor),availableChannel,AB-Homeless Shelter (Stenton Family Manor)
Homeless Shelter (Stenton Family Manor),availableChannel,P-Homeless Shelter (Stenton Family Manor)
Homeless Shelter (Stenton Family Manor),containedInPlace,19138
Homeless Shelter (Stenton Family Manor),containedInPlace,19119
Homeless Shelter (Stenton Family Manor),description,Homeless Shelter (Stenton Family Manor)
Homeless Shelter (Stenton Family Manor),telephone,"""tel:+1-215-685-2800"""
Homeless Shelter (Stenton Family Manor),text,"""Stenton Family Manor offers a homeless shelter to those in need of a place to stay.This program provides:- Temporary shelter Intake process is done at the Apple Tree Family Center."""
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Sunday Closed"
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Wednesday from 09:00 to 17:00"""
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
Homeless Shelter (Stenton Family Manor),xmlschema11-2#time,"""Saturday Closed"
Homeless Shelter (Stenton Family Manor),conditionsOfAccess,"""For homeless individuals residing in the Philadelphia, PA area."""
Youth Services (Covenant House Pennsylvania),latitude,40.0356453
Youth Services (Covenant House Pennsylvania),latitude,40.0356379
Youth Services (Covenant House Pennsylvania),audience,InCrisis
Youth Services (Covenant House Pennsylvania),audience,HumanTraffickingSurvivors
Youth Services (Covenant House Pennsylvania),language,English
Youth Services (Covenant House Pennsylvania),category,Counseling
Youth Services (Covenant House Pennsylvania),category,SpiritualSupport
Youth Services (Covenant House Pennsylvania),availability,Available
Youth Services (Covenant House Pennsylvania),audience,Children
Youth Services (Covenant House Pennsylvania),audience,Teens
Youth Services (Covenant House Pennsylvania),category,OneOnOneSupport
Youth Services (Covenant House Pennsylvania),category,AdvocacyAndLegalAid
Youth Services (Covenant House Pennsylvania),audience,Homeless
Youth Services (Covenant House Pennsylvania),audience,Runaways
Youth Services (Covenant House Pennsylvania),category,NavigatingTheSystem
Youth Services (Covenant House Pennsylvania),category,ShortTermHousing
Youth Services (Covenant House Pennsylvania),category,CaseManagement
Youth Services (Covenant House Pennsylvania),category,ResidentialHousing
Youth Services (Covenant House Pennsylvania),category,MedicalCare
Youth Services (Covenant House Pennsylvania),category,Meals
Youth Services (Covenant House Pennsylvania),audience,Lgbtqia
Youth Services (Covenant House Pennsylvania),category,TemporaryShelter
Youth Services (Covenant House Pennsylvania),audience,YoungAdults
Youth Services (Covenant House Pennsylvania),category,FinancialEducation
Youth Services (Covenant House Pennsylvania),cost,Free
Youth Services (Covenant House Pennsylvania),service type,Food
Youth Services (Covenant House Pennsylvania),service type,Shelter
Youth Services (Covenant House Pennsylvania),postalCode,"""19144"""
Youth Services (Covenant House Pennsylvania),url,"""https://www.twitter.com/@CovenantHousePA"""
Youth Services (Covenant House Pennsylvania),url,"""https://www.facebook.com/CovenantHousePA"""
Youth Services (Covenant House Pennsylvania),identifier,"""Youth Services (Covenant House Pennsylvania)_4909220273061888"""
Youth Services (Covenant House Pennsylvania),name,"""Youth Services (Covenant House Pennsylvania)"""
Youth Services (Covenant House Pennsylvania),name,""""""
Youth Services (Covenant House Pennsylvania),hasMap,XMLSchema#anyUri
Youth Services (Covenant House Pennsylvania),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Youth Services (Covenant House Pennsylvania),provider,Youth Services (Covenant House Pennsylvania)
Youth Services (Covenant House Pennsylvania),address,"""31 East Armat St. , Philadelphia, PA 19144"""
Youth Services (Covenant House Pennsylvania),address,"""31 East Armat St., Philadelphia, PA 19144"""
Youth Services (Covenant House Pennsylvania),longitude,XMLSchema#decimal
Youth Services (Covenant House Pennsylvania),longitude,XMLSchema#decimal
Youth Services (Covenant House Pennsylvania),availableChannel,AB-Youth Services (Covenant House Pennsylvania)
Youth Services (Covenant House Pennsylvania),availableChannel,P-Youth Services (Covenant House Pennsylvania)
Youth Services (Covenant House Pennsylvania),containedInPlace,19144
Youth Services (Covenant House Pennsylvania),description,Youth Services (Covenant House Pennsylvania)
Youth Services (Covenant House Pennsylvania),telephone,"""tel:+1-888-829-1249"""
Youth Services (Covenant House Pennsylvania),text,"""Covenant House Pennsylvania offers shelter and supportive services to young people experiencing homelessness. They aim to help homeless young people become healthy, happy, responsible, productive, and ultimately independent adults.This program provides:- A safe, secure environment- Immediate and transitional housing- Rapid rehousing- Meals and food- Case Management- Spiritual Support- Counseling- Physical health, mental health, and drug and alcohol services- Saving and budgeting- Continuing education- Support for LGBTQ individuals- Job readinessThe Crisis Center is open 24 hours per day, seven days per week. There are no shelter fees, however, those staying at the shelter must deposit 75% of their income during their stay. All money is returned upon leaving the shelter. Covenant House is a drug and weapon-free program."""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Youth Services (Covenant House Pennsylvania),conditionsOfAccess,"""This program helps people who are younger than 21 years old"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),latitude,39.9610016
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,Children
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),cost,Free
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,Individuals
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,AllAges
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,Homeless
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,Families
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),category,CommunitySupportServices
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),category,SpiritualSupport
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,Parents
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),category,Meals
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),category,TemporaryShelter
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),language,English
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),availability,Available
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),audience,SingleParent
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),service type,Shelter
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),postalCode,"""19139"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),url,"""None"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),identifier,"""Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware)_5929367212130304"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),name,""""""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),name,"""Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware)"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),hasMap,XMLSchema#anyUri
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),areaServed,"""This program covers residents of the following counties: Kent County, DE, New Castle County, DE, Berks County, PA, Chester County, PA, Lebanon County, PA, Luzerne County, PA, Monroe County, PA, Montgomery County, PA and Philadelphia County, PA."""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),provider,Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware)
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),address,"""5501 Market Street, Philadelphia, PA 19139"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),longitude,XMLSchema#decimal
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),longitude,XMLSchema#decimal
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),availableChannel,AB-Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware)
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),availableChannel,P-Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware)
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),containedInPlace,19139
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),description,Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware)
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),telephone,"""tel:+1-215-474-1010"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),telephone,"""tel:+1-215-474-1009"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),text,"""Salvation Army shelters welcome all homeless who come to their door. Comprehensive services are available to single-parent families, single women, single men, married couples, children awaiting placement in a foster home, and dual-parent families.This program provides:- Temporary shelter These shelters offer spiritual and physical care, food, and shelter to people in need. They attend the total needs of the individual and are meant to be a kind resting place to help these individuals get back on their feet."""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Thursday from 09:00 to 13:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Monday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Sunday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Tuesday from 09:00 to 13:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Wednesday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Saturday Closed"
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Sunday Closed"
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Saturday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Thursday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Friday Closed"
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Wednesday from 09:00 to 13:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Friday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),xmlschema11-2#time,"""Monday from 09:00 to 13:00"",""Tuesday from 09:00 to 16:00"""
Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware),conditionsOfAccess,"""This program serves homeless individuals and families."""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),latitude,40.0311934
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),language,English
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),cost,Free
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),audience,Male
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),category,TemporaryShelter
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),category,NavigatingTheSystem
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),audience,AllAges
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),audience,Individuals
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),audience,Homeless
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),availability,Available
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),service type,Shelter
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),postalCode,"""19136"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),url,"""https://www.facebook.com/ResourcesHD/timeline/"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),url,"""https://www.twitter.com/@Resources4HD"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),identifier,"""RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania)_4670495380209664"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),name,"""RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania)"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),name,""""""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),hasMap,XMLSchema#anyUri
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),provider,RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania)
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),address,"""2100 West Girard Avenue, Philadelphia, PA 19130"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),longitude,XMLSchema#decimal
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),availableChannel,AB-RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania)
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),availableChannel,P-RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania)
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),containedInPlace,19136
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),description,RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania)
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),telephone,"""tel:+1-215-685-8333"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),text,"""RHD Fernwood provides emergency housing for single men in Philadelphia referred by Philadelphiaâ€™s Office of Homeless Services. Assessments focus on the immediate needs of the individual. Linkages with community services enable individuals to address primary social service and housing needs.This program provides:- Emergency housing"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Sunday Closed"
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Saturday Closed"
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania),conditionsOfAccess,"""This program serves single males."""
Emergency Shelter (HELP USA Pennsylvania),latitude,39.9699305
